date,MSAVI_mean
2017-04-04,6.243432987078958e-05
2017-04-24,7.635623980150797e-06
2017-05-14,0.0002340734585908
2017-06-03,2.621449363916206e-05
2017-06-23,3.3002777962040645e-06
2017-07-08,1.5504867410919815e-06
2017-07-13,6.580324317210357e-05
2017-07-28,4.233168906688668e-06
2017-08-02,0.0002176014885502
2017-08-17,3.5242847761409195e-05
2017-08-22,1.793392259108041e-06
2017-09-06,1.5858833898539837e-05
2017-09-11,0.0002051876362924
2017-09-26,0.0002310236984789
2017-10-01,5.633779005057334e-05
2017-10-16,0.0002118853686835
2017-10-21,4.928227475949472e-05
2017-11-05,1.09325654040328e-05
2017-11-10,0.0002622300030062
2017-11-25,0.000290201255106
2017-11-30,3.0132658667532245e-06
2017-12-05,0.0003390059989185
2017-12-15,0.0003109603612545
2017-12-20,0.0001243973921358
2017-12-25,0.0003021184283244
2018-01-04,0.0002935500335852
2018-01-09,0.0002969576074836
2018-01-14,0.0003023610144785
2018-01-24,0.0004533916514902
2018-01-29,0.000300169316767
2018-02-03,0.0002937324549984
2018-02-08,9.605756382492173e-06
2018-02-13,0.0002795618462104
2018-02-18,0.0002926123754997
2018-02-23,0.0002871847653772
2018-02-28,0.0002980592503528
2018-03-05,0.0002860502587545
2018-03-10,0.000186295118603
2018-03-15,0.0002563064202655
2018-03-20,0.0002853414095889
2018-03-25,0.0002829659828268
2018-03-30,0.0002780474633153
2018-04-04,0.0002706241705984
2018-04-09,0.0001001649010953
2018-04-14,0.0002562476239921
2018-04-19,0.0001507156308099
2018-04-24,8.760315247830646e-05
2018-04-29,9.474860676474731e-05
2018-05-04,0.000163517248337
2018-05-09,0.0001207901595781
2018-05-14,0.0001830884708957
2018-05-19,0.0001511396778832
2018-05-24,8.62339281156624e-05
2018-05-29,-4.497783750999082e-06
2018-06-03,3.016768866221081e-06
2018-06-08,-4.818294379768774e-06
2018-06-13,-1.204218820357004e-06
2018-06-18,-4.8018964290402885e-06
2018-06-23,-1.8228076503249125e-06
2018-06-28,-5.15442003634313e-07
2018-07-03,3.616803568662593e-05
2018-07-08,-4.8756886919158505e-06
2018-07-13,-6.213988400306514e-06
2018-07-18,3.295341416508915e-06
2018-07-23,-3.197941733956732e-06
2018-07-28,-2.728962073538013e-06
2018-08-02,4.233891537656059e-06
2018-08-07,-1.8112441930316704e-06
2018-08-12,-6.7169975582318965e-06
2018-08-17,-4.07117198513424e-06
2018-08-22,6.601802955424179e-07
2018-08-27,-3.951217860835908e-06
2018-09-01,0.0001396554629637
2018-09-06,0.0002440408677002
2018-09-11,0.0002626422998537
2018-09-21,0.0001634186670635
2018-09-26,2.278841429513032e-05
2018-10-01,0.0002430279873303
2018-10-06,3.323017583400956e-06
2018-10-11,9.008623407974288e-05
2018-10-16,4.742740040995862e-05
2018-10-21,0.0001957601451882
2018-10-26,0.0002715311139538
2018-10-31,0.0002618836708785
2018-11-05,0.0002701685922926
2018-11-10,0.0002809623352718
2018-11-15,0.0002825166930708
2018-11-20,0.0002457312831464
2018-11-25,0.0002539900535691
2018-11-30,3.9608635293219714e-05
2018-12-10,0.0002820871409792
2018-12-15,0.0001764116525468
2018-12-20,0.000278540918783
2018-12-25,6.782380460068133e-05
2018-12-30,0.0001266866259192
2019-01-04,0.0002912034882068
2019-01-09,0.0002927069180789
2019-01-14,0.00026822983343
2019-01-19,0.0002879369544206
2019-01-24,0.0002941470481945
2019-01-29,0.0002839097890594
2019-02-03,0.000289567467418
2019-02-08,0.000296097522153
2019-02-13,0.0002919569237258
2019-02-18,0.0003281563010396
2019-02-23,0.000285047506064
2019-02-28,0.0002186215559778
2019-03-05,0.0002139992406285
2019-03-10,0.0002485462850282
2019-03-15,0.0002783544146559
2019-03-20,0.0001247183229893
2019-03-25,0.0002697828482358
2019-03-30,0.0002232535516757
2019-04-04,0.0002254328301417
2019-04-09,6.791072684829114e-06
2019-04-14,0.0001544740285719
2019-04-19,0.0002639875400405
2019-04-24,0.0001957192762
2019-04-29,0.0001908150098205
2019-05-04,0.0001674985381622
2019-05-09,8.655314610762597e-05
2019-05-14,2.325256560716973e-05
2019-05-19,0.0002591409137573
2019-05-24,1.5277960269183048e-05
2019-05-29,0.0002116187442654
2019-06-03,-2.7397774181826174e-06
2019-06-08,0.0002649435813804
2019-06-13,4.471243037856429e-05
2019-06-18,9.671536990203092e-05
2019-06-23,2.878585683458373e-07
2019-06-28,0.0001498785937367
2019-07-03,-2.147376066778328e-06
2019-07-08,1.653407811253608e-05
2019-07-13,0.0001914655354242
2019-07-18,3.5866027278578124e-05
2019-07-23,-1.0112586774504162e-06
2019-07-28,6.169234712002667e-06
2019-08-02,3.188743156163294e-05
2019-08-07,-1.934274332559565e-06
2019-08-12,8.706327169008261e-06
2019-08-17,0.0001169544961665
2019-08-22,1.6993711575625824e-06
2019-08-27,0.0001320629868577
2019-09-01,2.10720323034726e-06
2019-09-06,9.739230819576918e-06
2019-09-11,2.169778010022891e-05
2019-09-16,4.127958704222442e-05
2019-09-21,0.0002538407924448
2019-09-26,2.65787756964699e-05
2019-10-01,1.0166252385757256e-05
2019-10-06,2.801723856094833e-05
2019-10-11,8.393426501288413e-05
2019-10-16,4.332754658225031e-05
2019-10-21,-4.711930421805702e-06
2019-10-26,1.70067771252068e-05
2019-10-31,2.721379757618376e-06
2019-11-05,0.0002762544308956
2019-11-10,-2.269375091368725e-06
2019-11-15,2.093658663830908e-05
2019-11-20,8.156176365936928e-05
2019-11-25,0.0001638009205468
2019-11-30,2.608474964651308e-06
2019-12-05,0.0002825723801718
2019-12-10,0.000293148481586
2019-12-15,8.778124515857263e-05
2019-12-20,8.672330143326644e-05
2019-12-25,0.0001004301749967
2019-12-30,0.0002909391576267
2020-01-04,0.0001597269765507
2020-01-09,0.000286789959981
2020-01-14,0.0002865533268993
2020-01-19,8.057743666167731e-05
2020-01-24,0.0002946086664371
2020-01-29,0.0002551919957603
2020-02-03,0.0002893906342925
2020-02-08,0.0002832683085611
2020-02-13,0.0002862937035133
2020-02-18,0.0002801954703847
2020-02-23,0.0002705621327857
2020-02-28,0.0002745440455311
2020-03-04,0.0002183069938023
2020-03-09,0.0002805993263751
2020-03-14,0.0002858929023032
2020-03-19,0.0002715414508011
2020-03-24,0.0002445398926426
2020-03-29,0.0002602156956882
2020-04-03,0.0002251997298573
2020-04-08,0.0001061151503098
2020-04-13,0.000273754393757
2020-04-18,6.597558837630268e-05
2020-04-23,0.0001122352353479
2020-04-28,0.0001817067036991
2020-05-03,5.844988386604307e-05
2020-05-08,1.7121592068116188e-05
2020-05-13,1.7111448475217405e-05
2020-05-18,2.428602710413195e-06
2020-05-23,0.0001650280060063
2020-05-28,1.4775961164704297e-05
2020-06-02,-2.85919135425704e-07
2020-06-07,6.181547972181321e-05
2020-06-12,3.4594607453084258e-06
2020-06-17,2.958166645255331e-06
2020-06-22,9.946817779193188e-06
2020-06-27,3.18007274516599e-05
2020-07-02,-2.4091340530906606e-06
2020-07-07,8.464272755834358e-06
2020-07-12,0.0002279416606395
2020-07-17,-1.847543976651181e-06
2020-07-22,0.0001464708918588
2020-07-27,0.0002574518250549
2020-08-01,-1.438026853080793e-06
2020-08-06,-9.11597336498602e-07
2020-08-11,-3.1852181823593026e-06
2020-08-16,1.850963711432576e-05
2020-08-21,9.425678977401016e-05
2020-08-26,4.540367365855568e-05
2020-08-31,0.0001458830411176
2020-09-05,-2.891713206810009e-06
2020-09-10,-4.902577391922582e-06
2020-09-15,4.923397852350761e-06
2020-09-20,-7.320198432146174e-06
2020-09-25,6.020621807032001e-05
2020-09-30,1.881341996063986e-06
2020-10-05,0.0002703503673324
2020-10-10,9.823955919907988e-05
2020-10-15,1.983182327387622e-05
2020-10-20,3.1648320597935857e-06
2020-10-25,0.0002806528148845
2020-10-30,0.0001528703577565
2020-11-04,8.749256067898537e-05
2020-11-09,0.0002966720377365
2020-11-14,0.0002553468648628
2020-11-19,0.0001496911436095
2020-11-24,3.277790727738066e-05
2020-11-29,0.0001801882586416
2020-12-04,5.8149625288170575e-05
2020-12-09,6.45485043389477e-05
2020-12-14,0.0002919585558206
2020-12-19,9.447649203168802e-05
2020-12-24,0.0002969838290544
2020-12-29,2.0145188512114604e-05
2021-01-03,5.885122171139109e-05
2021-01-08,6.226786748637183e-05
2021-01-13,3.5828943009855327e-06
2021-01-18,0.0002923827614498
2021-01-23,0.0003488810285677
2021-01-28,0.0002810412983198
2021-02-02,0.000292984930651
2021-02-07,0.0002870540210675
2021-02-12,0.0002777171870835
2021-02-17,0.000281863194362
2021-02-22,0.0001533753114896
2021-02-27,0.0002821566820909
2021-03-04,0.0002714248182503
2021-03-09,0.0002993183662629
2021-03-14,0.0002717696467382
2021-03-19,0.0002392504981099
2021-03-24,0.00028001197932
2021-03-29,0.0002627205673259
2021-04-03,0.0002520835991337
2021-04-08,0.0001379064994229
2021-04-13,0.0001525935642643
2021-04-18,2.540177449274452e-05
2021-04-23,1.18006802205325e-06
2021-04-28,0.0002607821197946
2021-05-03,9.692825653165244e-05
2021-05-08,1.143247779069918e-06
2021-05-13,3.270444302598169e-05
2021-05-18,5.493168679931393e-05
2021-05-23,0.0001942353587185
2021-05-28,0.00022115397036
2021-06-02,2.443797029363981e-05
2021-06-07,0.0002467632265924
2021-06-12,3.197575487933956e-07
2021-06-17,-1.6137439052394044e-06
2021-06-22,0.0001439814213235
2021-06-27,1.92059750183384e-05
2021-07-02,9.376219631242336e-05
2021-07-07,0.0002073099331627
2021-07-12,-4.0780449143652015e-06
2021-07-17,0.0001735175623347
2021-07-22,-5.990778232256424e-06
2021-07-27,3.215672361480275e-06
2021-08-01,0.0001188165440619
2021-08-06,8.041252755375497e-07
2021-08-11,8.534857175480066e-05
2021-08-16,1.4197726192071804e-05
2021-08-21,9.673009289672442e-05
2021-08-26,6.135524488035496e-05
2021-08-31,0.0001015665602474
2021-09-05,-5.0129708446054505e-06
2021-09-10,1.2952155485898377e-07
2021-09-15,1.497452121910936e-05
2021-09-20,4.090963954990452e-05
2021-09-25,5.271894234845191e-05
2021-09-30,0.0002663374972601
2021-10-05,0.0001198162395928
2021-10-10,4.643309544625407e-06
2021-10-15,9.678222822337376e-05
2021-10-20,1.3440396591667913e-05
2021-10-25,5.75917095769991e-05
2021-10-30,4.3904710205108905e-06
2021-11-04,1.2217590741511298e-05
2021-11-14,6.526416128671126e-06
2021-11-19,0.0001798267572404
2021-11-24,2.1801971775647727e-05
2021-11-29,3.24579342845565e-05
2021-12-04,-6.913712982833733e-07
2021-12-09,0.0002210431332442
2021-12-19,0.0003186312623227
2021-12-24,0.0003079969670566
2021-12-29,0.0003068491859524
2022-01-03,0.0003152617907349
2022-01-08,4.996026532269723e-06
2022-01-13,0.0003286114987929
2022-01-18,0.0003050017031788
2022-01-23,0.0003408052363272
2022-01-28,0.0003101997807162
2022-02-02,0.000301468873573
2022-02-07,0.0003012988544375
2022-02-12,1.016593691006538e-05
2022-02-17,0.0003869840890113
2022-02-22,1.7126875516055747e-05
2022-02-27,0.0002915392177099
2022-03-04,0.0002218983308321
2022-03-09,0.0002934216414532
2022-03-14,0.0002739165591988
2022-03-19,0.0001315066964387
2022-03-24,5.518083341529444e-05
2022-03-29,0.0001923179948953
2022-04-03,3.2338866348690684e-05
2022-04-08,1.911500505430759e-06
2022-04-13,1.348611981132289e-05
2022-04-18,0.0002553733553208
2022-04-23,1.82163381874825e-05
2022-04-28,6.667943740302487e-05
2022-05-03,0.0002272821387272
2022-05-08,4.901408835433496e-05
2022-05-13,5.332185568606912e-06
2022-05-18,5.963238954447583e-06
2022-05-23,0.0001201726259403
2022-05-28,0.0001581932725894
2022-06-02,0.0002378959857333
2022-06-07,2.4995716503817497e-06
2022-06-12,6.828953557638685e-05
2022-06-17,0.0001945264409956
2022-06-22,2.171930769898927e-05
2022-06-27,0.0001447114560613
2022-07-02,2.962684868502104e-05
2022-07-07,-3.047972057682069e-06
2022-07-12,3.1552970932172426e-07
2022-07-17,-2.9834332619880427e-06
2022-07-22,0.0001408040735719
2022-07-27,-2.0984108324540906e-06
2022-08-01,-1.6576003241287076e-06
2022-08-06,-7.403537446726317e-06
2022-08-11,4.933335630349882e-06
2022-08-16,0.0002146907241142
2022-08-21,5.597520630044632e-05
2022-08-26,2.8439630955329792e-05
2022-08-31,0.0001061090467533
2022-09-05,0.0001632748680925
2022-09-10,-2.4558580392732795e-06
2022-09-15,0.0002523487159843
2022-09-20,0.0002320712739333
2022-09-25,0.0002614272484933
2022-09-30,0.0001013875121952
2022-10-05,5.5630642313363536e-05
2022-10-10,0.0001600580542216
2022-10-15,5.996510970226297e-05
2022-10-20,9.605706052432365e-07
2022-10-25,0.0002816841708982
2022-10-30,-2.202236754289654e-06
2022-11-04,1.7296001567935613e-05
2022-11-09,5.970164450336671e-05
2022-11-14,1.1441076251548186e-05
2022-11-19,0.0002909264575883
2022-11-24,0.000297864439305
2022-11-29,3.463106720443475e-05
2022-12-04,8.683632833654847e-05
2022-12-09,1.1285837788740189e-06
2022-12-14,9.142877363969416e-05
2022-12-19,0.0002980758577042
2022-12-24,0.0003100657072398
2022-12-29,0.0003060326210869
2023-01-03,0.0003114420421831
2023-01-08,0.0003298654999285
2023-01-13,0.0002904638824977
2023-01-18,0.0003079233283458
2023-01-23,0.0003376388976971
2023-01-28,0.0003040175816463
2023-02-02,8.112290137037347e-06
2023-02-07,0.0001725900510391
2023-02-12,0.0002943793520849
2023-02-17,0.0002819422983873
2023-02-22,0.0002843148381974
2023-02-27,0.0002752258749652
2023-03-04,0.0002862641798759
2023-03-09,0.0002813353148451
2023-03-14,0.0002793321242961
2023-03-19,5.418339004942464e-05
2023-03-24,8.722814246110675e-05
2023-03-29,4.819889732822074e-05
2023-04-03,1.1446963637007289e-05
2023-04-08,8.108861893917425e-05
2023-04-13,0.0002665180284212
2023-04-18,0.0002636084288037
2023-04-23,0.000160563087879
2023-04-28,0.0002011927020348
2023-05-03,0.0002164083259338
2023-05-08,0.0002553108997952
2023-05-13,4.178669244668616e-05
2023-05-18,8.592380351553831e-05
2023-05-23,0.0002287423517263
2023-05-28,0.0001166583804502
2023-06-02,0.0002423955238088
2023-06-07,4.299756210163495e-05
2023-06-12,7.846430456319328e-05
2023-06-17,5.286806859967264e-06
2023-06-22,0.0001653459112743
2023-06-27,-1.5710379439907864e-07
2023-07-02,1.1005090508917114e-05
2023-07-07,-1.5892550496022244e-06
2023-07-12,0.0002061801023892
2023-07-17,4.836022483664652e-06
2023-07-22,-2.646758341191175e-06
2023-07-27,0.0001571621674482
2023-08-01,-2.8386571093499294e-06
2023-08-06,0.0001931788876417
2023-08-16,0.0002566567122862
2023-08-21,0.0002564242308555
2023-08-26,0.0001865350239065
2023-08-31,0.0002061028770755
2023-09-05,1.3365438158543456e-06
2023-09-10,3.49926897557083e-07
2023-09-15,1.568853865276456e-06
2023-09-20,0.0001559054152283
2023-09-25,5.475814521222223e-06
2023-09-30,-3.853187151638204e-06
2023-10-05,0.0002762977770321
2023-10-10,4.0883205951908e-05
2023-10-15,8.65810334623138e-05
2023-10-20,0.0002809915898554
2023-10-25,1.10333916423911e-05
2023-10-30,0.0001208384284487
2023-11-04,-3.410813651595386e-06
2023-11-09,2.2547939842415803e-05
2023-11-14,2.593989635685807e-05
2023-11-19,0.0002330953400386
2023-11-24,6.961207383618304e-05
2023-11-29,0.0001168425584253
2023-12-04,0.0001909899729483
2023-12-09,1.8478957121334352e-05
2023-12-14,0.0003031678755206
2023-12-19,0.0001532381039298
2023-12-24,4.40244816711812e-05
2023-12-29,0.0002403549300139
2024-01-03,0.0003239608548373
2024-01-08,3.425497487915257e-05
2024-01-13,0.0002965771914228
2024-01-18,0.0003005660716957
2024-01-23,0.0002953789082588
2024-01-28,0.0002965820958448
2024-02-02,0.0002853241314144
2024-02-07,0.0002996165504203
2024-02-12,0.0002900181161768
2024-02-17,0.0002829634458212
2024-02-22,0.0003584897141532
2024-02-27,0.0002938185269143
2024-03-03,0.0002753998539804
2024-03-08,0.0001474080128133
2024-03-13,0.000141495445525
2024-03-18,0.0002065536556487
2024-03-23,0.0002701932398043
2024-03-28,0.0002408227401575
2024-04-02,6.759178406891672e-05
2024-04-07,0.0001250699089061
2024-04-12,6.59979537813495e-06
2024-04-17,8.659598246377098e-05
2024-04-22,1.3403780103232026e-05
2024-04-27,0.0002633398684515
